Nonprofit Name,Profile Link,Phone Number,EIN,Website,Email,Address,Email,Google Ads Grants Status,Application Status,Fundraised 
Judicial Watch Inc,https://www.charitynavigator.org/ein/521885088,888-593-8442,521885088,http://www.judicialwatch.org,,,,,,
K9 Lifeline Rescue Inc,https://www.charitynavigator.org/ein/452213532,,452213532,,,,,,,
K9 S For Warriors Inc,https://www.charitynavigator.org/ein/275219467,904-686-1956,275219467,https://www.k9sforwarriors.org/,,,,,,
Kars 4 Kids Inc,https://www.charitynavigator.org/ein/223746050,732-730-8595,223746050,http://WWW.KARS4KIDS.ORG,,,,,,
Keepers Of The Wild,https://www.charitynavigator.org/ein/880345277,928-769-1800,880345277,http://www.keepersofthewild.org/,info@keepersofthewild.org,,,,,
Khan Academy Inc,https://www.charitynavigator.org/ein/261544963,650-336-5426,261544963,http://WWW.KHANACADEMY.ORG,,,,,,
Kids Alive International Inc,https://www.charitynavigator.org/ein/311140515,800-543-7330,311140515,http://www.kidsalive.org,,,,,,
Kids Wish Network Inc,https://www.charitynavigator.org/ein/311579097,888-918-9004,311579097,https://www.kidswishnetwork.org/,contact727-789-0008info@kidswishnetwork.org,,,,,
Kind Inc,https://www.charitynavigator.org/ein/262763038,202-824-8689,262763038,http://WWW.SUPPORTKIND.ORG,,,,,,
Kingdom Ministry Of Rehabilitation And Recreation Inc,https://www.charitynavigator.org/ein/872488315,,872488315,,,,,,,
Kiva Microfunds,https://www.charitynavigator.org/ein/710992446,415-358-7500,710992446,http://WWW.KIVA.ORG,,,,,,
Kqed Inc,https://www.charitynavigator.org/ein/941241309,415-553-2150,941241309,http://www.kqed.org,sprabha@kqed.org,,,,,
Lambda Legal Defense And Education Fund Inc,https://www.charitynavigator.org/ein/237395681,212-809-8585,237395681,http://www.lambdalegal.org/,,,,,,
Last Chance For Animals,https://www.charitynavigator.org/ein/954013155,888-882-6462,954013155,http://www.lcanimal.org/,,,,,,
Law Enforcement Legal Defense Fund,https://www.charitynavigator.org/ein/521095066,703-807-1875,521095066,http://www.policedefense.org/,info@leldf.org,,,,,
Lead,https://www.charitynavigator.org/ein/472471572,609-259-2500,472471572,http://WWW.LEADRUGS.ORG,info@leadrugs.org,,,,,
Leadership Institute,https://www.charitynavigator.org/ein/510235174,703-247-2000,510235174,http://www.leadershipinstitute.org/,,,,,,
League Of Conservation Voters Education Fund,https://www.charitynavigator.org/ein/521379661,202-785-8683,521379661,https://www.lcvef.org/,,,,,,
League Of Conservation Voters Inc,https://www.charitynavigator.org/ein/521733698,202-785-8683,521733698,http://WWW.LCV.ORG,,,,,,
League Of Women Voters Education Fund,https://www.charitynavigator.org/ein/530239013,202-429-1965,530239013,http://lwv.org/content/league-women-voters-education-fund,,,,,,
Learning Ally Inc,https://www.charitynavigator.org/ein/131659345,212-845-7006,131659345,http://www.learningally.org/,customercare@learningally.org,,,,,
Leave No Trace Center For Outdoor Ethics,https://www.charitynavigator.org/ein/841303335,303-442-8222,841303335,http://WWW.LNT.ORG,,,,,,
Lesbian And Gay Community Services Center Inc,https://www.charitynavigator.org/ein/133217805,212-620-7310,133217805,http://www.gaycenter.org,,,,,,
Lesea Global Feed The Hungry Inc,https://www.charitynavigator.org/ein/320053249,574-413-6860,320053249,https://feedthehungry.org/,832-6384donorcare@feedthehungry.org,,,,,
Let Them Live Action Corporation,https://www.charitynavigator.org/ein/833480264,260-200-3789,833480264,https://letthemlive.org/,info@letthemlive.org,,,,,
Lgnd Foundation Inc,https://www.charitynavigator.org/ein/873972830,,873972830,,,,,,,
Life For Relief And Development Inc,https://www.charitynavigator.org/ein/954402149,248-424-7493,954402149,https://www.lifeusa.org/,info@lifeusa.org,,,,,
Lifesavers Inc,https://www.charitynavigator.org/ein/954631906,661-865-6366,954631906,http://www.wildhorserescue.org,,,,,,
Lion Habitat Ranch Inc,https://www.charitynavigator.org/ein/471257138,702-595-6666,471257138,http://WWW.LIONHABITATRANCH.ORG,,,,,,
Lions Clubs International Ftdn,https://www.charitynavigator.org/ein/237030455,630-468-6901,237030455,http://WWW.LIONSCLUBS.ORG,,,,,,
Little Longears Mini Donkey Rescue,https://www.charitynavigator.org/ein/464921857,601-454-5956,464921857,http://WWW.LITTLELONGEARS.ORG,info@littlelongears.org,,,,,
Live Action,https://www.charitynavigator.org/ein/421764425,323-454-3304,421764425,http://Liveaction.org,,,,,,
Living Beyond Breast Cancer,https://www.charitynavigator.org/ein/232734689,855-807-6386,232734689,https://www.lbbc.org/,,,,,,
Locks Of Love Inc,https://www.charitynavigator.org/ein/650755522,888-896-1588,650755522,https://locksoflove.org/,info@locksoflove.org,,,,,
Los Angeles County Animal Care Foundation,https://www.charitynavigator.org/ein/953909782,562-728-4610,953909782,HTTP://LACOUNTYANIMALS.ORG,info@lacountyanimals.org,,,,,
Los Angeles Fire Department Foundation,https://www.charitynavigator.org/ein/272007326,949-222-2999,272007326,http://WWW.SUPPORTLAFD.ORG,552-4139info@supportlafd.orgmonday,,,,,
Los Angeles Regional Food Bank,https://www.charitynavigator.org/ein/953135649,323-234-3030,953135649,,,,,,,
Lost Meadows Mule Refuge Inc,https://www.charitynavigator.org/ein/853772853,325-261-0077,853772853,http://LMMR.ORG,,,,,,
Lupus Foundation Of America Inc,https://www.charitynavigator.org/ein/431131436,202-349-1155,431131436,http://www.lupus.org,,,,,,
Lupus Research Alliance Inc,https://www.charitynavigator.org/ein/582492929,646-884-6000,582492929,http://www.lupusresearch.org,,,,,,
Lutheran Immigration And Refugee Service,https://www.charitynavigator.org/ein/132574854,410-983-4000,132574854,https://www.globalrefuge.org/,,,,,,
Lutheran World Relief Inc,https://www.charitynavigator.org/ein/132574963,202-888-6200,132574963,http://WWW.LWR.ORG,,,,,,
Macular Degeneration Association,https://www.charitynavigator.org/ein/273025707,855-962-2852,273025707,https://macularhope.org/,info@macularhope.org,,,,,
Macular Degeneration Foundation Inc,https://www.charitynavigator.org/ein/650403437,888-633-3937,650403437,http://WWW.EYESIGHT.ORG,,,,,,
Madre Inc,https://www.charitynavigator.org/ein/133280194,212-627-0444,133280194,http://www.madre.org,,,,,,
Make A Wish Foundation Of America,https://www.charitynavigator.org/ein/860481941,602-279-9474,860481941,http://WWW.WISH.ORG,,,,,,
Make A Wish Foundation International,https://www.charitynavigator.org/ein/860726985,602-834-3135,860726985,http://www.worldwish.org,,,,,,
Malaria No More Fund,https://www.charitynavigator.org/ein/205664575,202-836-8042,205664575,https://www.malarianomore.org/,,,,,,
Manna Food Bank,https://www.charitynavigator.org/ein/581514800,828-299-3663,581514800,http://www.mannafoodbank.org,,,,,,
Many Hopes Inc,https://www.charitynavigator.org/ein/392067502,848-278-7245,392067502,http://WWW.MANYHOPES.ORG,info@manyhopes.org,,,,,
Map International,https://www.charitynavigator.org/ein/362586390,800-225-8550,362586390,http://www.map.org,map@map.org,,,,,
Mara Elephant Project Usa Inc,https://www.charitynavigator.org/ein/453996413,317-344-2863,453996413,http://www.maraelephantproject.org,,,,,,
Marc Lustgarten Pancreatic Cancer Foundation,https://www.charitynavigator.org/ein/311611837,516-737-1550,311611837,http://www.lustgarten.org,,,,,,
March Of Dimes Inc,https://www.charitynavigator.org/ein/131846366,888-663-4637,131846366,http://www.marchofdimes.org/,,,,,,
Marine Mammal Center,https://www.charitynavigator.org/ein/510144434,415-289-7325,510144434,http://WWW.MARINEMAMMALCENTER.ORG,,,,,,
Marine Toys For Tots Foundation,https://www.charitynavigator.org/ein/203021444,703-640-9433,203021444,http://www.toysfortots.org,,,,,,
Maryland Food Bank Inc,https://www.charitynavigator.org/ein/521135690,410-737-8282,521135690,https://www.mdfoodbank.org/,,,,,,
Marys Meals Usa Inc,https://www.charitynavigator.org/ein/331215331,800-385-4983,331215331,https://www.marysmealsusa.org/,info.usa@marysmeals.org,,,,,
Massachusetts Society For The Prevention Of Cruelty To Animals,https://www.charitynavigator.org/ein/042103597,617-522-7400,42103597,http://www.mspca.org,angellquestions@angell.org,,,,,
Matthew 25 Ministries Inc,https://www.charitynavigator.org/ein/311348100,513-793-6256,311348100,http://www.m25m.org,,,,,,
Matw Project Usa,https://www.charitynavigator.org/ein/921915834,703-540-3446,921915834,https://matwprojectusa.org/,,,,,,
Meals On Wheels America,https://www.charitynavigator.org/ein/237447812,703-548-5558,237447812,http://WWW.MEALSONWHEELSAMERICA.ORG,,,,,,
Meals On Wheels Greater San Diego Inc,https://www.charitynavigator.org/ein/952660509,619-260-6110,952660509,http://www.meals-on-wheels.org,,,,,,
Medecins Sans Frontieres Usa Inc,https://www.charitynavigator.org/ein/133433452,212-679-6800,133433452,http://www.doctorswithoutborders.org,,,,,,
Medical Benevolence Foundation,https://www.charitynavigator.org/ein/626046138,281-201-2043,626046138,https://mbf.org,,,,,,
Medical Debt Resolution Inc,https://www.charitynavigator.org/ein/471442997,844-637-3328,471442997,https://www.unduemedicaldebt.org/,,,,,,
Medical Teams International,https://www.charitynavigator.org/ein/930878944,503-624-1000,930878944,http://WWW.MEDICALTEAMS.ORG,,,,,,
Memorial Sloan Kettering Cancer Center,https://www.charitynavigator.org/ein/912154267,646-227-3092,912154267,http://www.mskcc.org/,,,,,,
Mental Health America Inc,https://www.charitynavigator.org/ein/131614906,800-969-6642,131614906,https://www.mhanational.org/,,,,,,
Mercury One Inc,https://www.charitynavigator.org/ein/453929881,972-499-4747,453929881,http://WWW.MERCURYONE.ORG,,,,,,
Mercy Chefs Inc,https://www.charitynavigator.org/ein/205050449,757-292-4264,205050449,http://MERCYCHEFS.COM,info@mercychefs.com,,,,,
Mercy Corps,https://www.charitynavigator.org/ein/911148123,503-896-5000,911148123,http://www.mercycorps.org,,,,,,
Mercy For Animals,https://www.charitynavigator.org/ein/542076145,866-632-6446,542076145,http://www.mercyforanimals.org,,,,,,
Mercy Home For Children,https://www.charitynavigator.org/ein/111666227,718-832-1075,111666227,http://WWW.MERCYHOMENY.ORG,planinfo@mercyhomeny.org,,,,,
Mercy Ships,https://www.charitynavigator.org/ein/262414132,800-772-7447,262414132,http://www.mercyships.org,,,,,,
Mercy Ships Foundation,https://www.charitynavigator.org/ein/752641151,903-939-7000,752641151,http://www.mercyships.org/,,,,,,
Metropolitan Ministries Inc,https://www.charitynavigator.org/ein/591477007,813-209-1000,591477007,http://WWW.METROMIN.ORG,,,,,,
Michael J Fox Foundation For Parkinsons Research,https://www.charitynavigator.org/ein/134141945,212-509-0995,134141945,http://WWW.MICHAELJFOX.ORG,,,,,,
Microloan Foundation Usa Inc,https://www.charitynavigator.org/ein/421751736,617-816-5637,421751736,http://WWW.MICROLOANFOUNDATIONUSA.ORG,,,,,,
Middle East Childrens Alliance,https://www.charitynavigator.org/ein/943074600,510-548-0542,943074600,http://www.mecaforpeace.org,meca@mecaforpeace.org,,,,,
Midwest Food Bank Nfp Inc,https://www.charitynavigator.org/ein/412120170,309-663-5350,412120170,https://midwestfoodbank.org,,,,,,
Mikeroweworks Foundation,https://www.charitynavigator.org/ein/264324338,310-277-4657,264324338,https://www.mikeroweworks.org/,,,,,,
Military Order Of The Purple Heart Service Foundation Inc,https://www.charitynavigator.org/ein/593184919,703-256-6139,593184919,https://purpleheartfoundation.org/,contactphfcontact@purpleheartfoundation.org,,,,,
Mission Aviation Fellowship,https://www.charitynavigator.org/ein/951920983,,951920983,,,,,,,
Mission Pre Born Inc,https://www.charitynavigator.org/ein/208755673,317-363-2443,208755673,http://www.preborn.org,,,,,,
Mobilize Recovery,https://www.charitynavigator.org/ein/830895051,310-467-5550,830895051,http://www.mobilizerecovery.org,,,,,,
Moms Across America,https://www.charitynavigator.org/ein/300891447,800-680-0183,300891447,http://www.momsacrossamerica.org,usconnectinfo@momsacrossamerica.org,,,,,
Move To Help Foundation,https://www.charitynavigator.org/ein/834130153,,834130153,,,,,,,
Movember Foundation,https://www.charitynavigator.org/ein/770714052,310-450-3331,770714052,https://us.movember.com/,,,,,,
Moveon Org Civic Action,https://www.charitynavigator.org/ein/061553389,202-386-6333,61553389,http://www.moveon.org,,,,,,
Msi Us,https://www.charitynavigator.org/ein/541901882,202-601-2825,541901882,http://msiunitedstates.org,,,,,,
Multiple Sclerosis Association Of America Inc,https://www.charitynavigator.org/ein/221912812,800-532-7667,221912812,http://www.mymsaa.org/,msaa@mymsaa.org,,,,,
Muscular Dystrophy Association,https://www.charitynavigator.org/ein/131665552,312-260-5900,131665552,https://www.mda.org/,resourcecenter@mdausa.org,,,,,
Muslim Aid America,https://www.charitynavigator.org/ein/462504422,866-606-2872,462504422,http://WWW.MAUSA.ORG,,,,,,
Mutts With A Mission,https://www.charitynavigator.org/ein/263364885,757-465-1033,263364885,http://muttswithamission.org,,,,,,
N A A C P Legal Defense And Educational Fund Inc,https://www.charitynavigator.org/ein/131655255,212-965-2200,131655255,http://www.naacpldf.org,,,,,,
Naacp Empowerment Programs Inc,https://www.charitynavigator.org/ein/131084135,410-580-5777,131084135,http://www.naacp.org/empowerment-programs,,,,,,
Naacp Foundation,https://www.charitynavigator.org/ein/131998814,410-580-5777,131998814,http://NAACP.ORG/ABOUT/LEADERSHIP-STAFF/NAACP-FOUNDATION,,,,,,
Najam Institute Foundation Inc,https://www.charitynavigator.org/ein/834231488,404-513-0310,834231488,,,,,,,
Nami National,https://www.charitynavigator.org/ein/431201653,703-524-7600,431201653,http://www.nami.org,,,,,,
National Anti Vivisection Society,https://www.charitynavigator.org/ein/362229588,312-427-6065,362229588,http://www.navs.org,,,,,,
National Arbor Day Foundation,https://www.charitynavigator.org/ein/237169265,888-448-7337,237169265,http://www.arborday.org,,,,,,
National Audubon Society Inc,https://www.charitynavigator.org/ein/131624102,844-428-3826,131624102,http://www.audubon.org,,,,,,
National Breast Cancer Foundation Inc,https://www.charitynavigator.org/ein/752391148,972-248-9200,752391148,http://www.nbcf.org,,,,,,
National Center For Missing And Exploited Children,https://www.charitynavigator.org/ein/521328557,703-224-2150,521328557,http://www.missingkids.org,,,,,,
National Center For Police Defense Inc,https://www.charitynavigator.org/ein/473387615,202-657-0010,473387615,http://nationalcenterforpolicedefense.com,,,,,,
National Childrens Cancer Society Inc,https://www.charitynavigator.org/ein/371227890,314-241-1600,371227890,https://thenccs.org/,,,,,,
National Committee To Preserve Social Security And Medicare,https://www.charitynavigator.org/ein/521312579,202-216-0420,521312579,http://WWW.NCPSSM.ORG,,,,,,
National Council Of Jewish Women Incorporated,https://www.charitynavigator.org/ein/951641433,323-852-8500,951641433,http://WWW.NCJWLA.ORG,info@ncjwla.org,,,,,
National Council Of Young Mens Christian Assns Of The Usa,https://www.charitynavigator.org/ein/363258696,800-872-9622,363258696,https://www.ymca.org/,,,,,,
National Council On Aging Inc,https://www.charitynavigator.org/ein/131932384,571-527-3900,131932384,https://www.ncoa.org,,,,,,
National Federation Of The Blind Inc,https://www.charitynavigator.org/ein/020259978,410-659-9314,20259978,http://www.nfb.org,,,,,,
National Forest Foundation,https://www.charitynavigator.org/ein/521786332,406-542-2805,521786332,http://www.nationalforests.org,,,,,,
National Foundation For Credit Counseling Inc,https://www.charitynavigator.org/ein/530132493,202-677-4314,530132493,http://WWW.NFCC.ORG,,,,,,
National Foundation For The Ctrs For Disease Contr & Prevention Inc,https://www.charitynavigator.org/ein/582106707,404-653-0790,582106707,http://www.cdcfoundation.org,,,,,,
National Geographic Society,https://www.charitynavigator.org/ein/530193519,202-857-7000,530193519,http://nationalgeographic.org,,,,,,
National Humane Education Society,https://www.charitynavigator.org/ein/540618244,304-725-0506,540618244,http://www.nhes.org/,,,,,,
National Immigration Forum Inc,https://www.charitynavigator.org/ein/131776711,202-347-0040,131776711,http://www.immigrationforum.org,,,,,,
National Immigration Law Center,https://www.charitynavigator.org/ein/954539765,202-216-0261,954539765,http://WWW.NILC.ORG,,,,,,
National Kidney Foundation Inc,https://www.charitynavigator.org/ein/131673104,212-889-2210,131673104,http://www.kidney.org,,,,,,
National Law Enforcement Officers Memorial Fund Inc,https://www.charitynavigator.org/ein/521382926,202-737-3400,521382926,http://www.nleomf.org,,,,,,
National Mill Dog Rescue,https://www.charitynavigator.org/ein/260574783,719-683-3334,260574783,,,,,,,
National Multiple Sclerosis Society,https://www.charitynavigator.org/ein/135661935,855-372-1331,135661935,http://WWW.NATIONALMSSOCIETY.ORG,,,,,,
National Park Foundation,https://www.charitynavigator.org/ein/521086761,202-796-2500,521086761,http://WWW.NATIONALPARKS.ORG,,,,,,
National Parks Conservation Association,https://www.charitynavigator.org/ein/530225165,800-628-7275,530225165,http://www.npca.org,,,,,,
National Pediatric Cancer Foundation Inc,https://www.charitynavigator.org/ein/593097333,813-269-0955,593097333,http://WWW.NATIONALPCF.ORG,,,,,,
National Police Association Inc,https://www.charitynavigator.org/ein/820647764,317-698-2143,820647764,http://WWW.NATIONALPOLICE.ORG,,,,,,
National Public Radio Inc,https://www.charitynavigator.org/ein/520907625,202-513-2000,520907625,https://www.npr.org/,,,,,,
National Trust For Historic Preservation In The United States,https://www.charitynavigator.org/ein/530210807,202-588-6000,530210807,http://SAVINGPLACES.ORG,info@savingplaces.org,,,,,
National Wildlife Federation,https://www.charitynavigator.org/ein/530204616,703-438-6000,530204616,http://www.nwf.org,,,,,,
National World War Ii Museum Inc,https://www.charitynavigator.org/ein/721200790,504-528-1944,721200790,http://WWW.NATIONALWW2MUSEUM.ORG,info@nationalww2museum.org,,,,,
Native American Heritage Association,https://www.charitynavigator.org/ein/460414390,540-636-1020,460414390,http://www.naha-inc.org,,,,,,
Native American Rights Fund,https://www.charitynavigator.org/ein/840611876,303-447-8760,840611876,https://narf.org/,,,,,,
Native American Veterans Assistance,https://www.charitynavigator.org/ein/475548657,605-838-1500,475548657,http://NATIVEVETS.ORG,,,,,,
Natural Resources Defense Council Inc,https://www.charitynavigator.org/ein/132654926,212-727-2700,132654926,http://www.nrdc.org,,,,,,
Nature Conservancy,https://www.charitynavigator.org/ein/530242652,703-841-5300,530242652,http://WWW.NATURE.ORG,name@company.com,,,,,
Navigators,https://www.charitynavigator.org/ein/874742081,,874742081,,,,,,,
Navy Marine Corps Relief Society,https://www.charitynavigator.org/ein/530204618,800-654-8364,530204618,http://www.nmcrs.org,,,,,,
Navy Seal Foundation Inc,https://www.charitynavigator.org/ein/311728910,757-744-5326,311728910,http://www.navySEALfoundation.org,,,,,,
Network For Animals Usa Inc,https://www.charitynavigator.org/ein/471431869,727-599-8148,471431869,http://networkforanimals.org,,,,,,
New England Anti Vivisection Society,https://www.charitynavigator.org/ein/042104756,617-523-6020,42104756,https://riseforanimals.org/,,,,,,
New Israel Fund,https://www.charitynavigator.org/ein/942607722,212-613-4400,942607722,https://www.nif.org/,,,,,,
Nmdp Foundation,https://www.charitynavigator.org/ein/411704734,763-406-8700,411704734,http://www.nmdp.org,,,,,,
No Baby Blisters,https://www.charitynavigator.org/ein/822743807,469-431-2343,822743807,http://www.NoBabyBlisters.org,,,,,,
No Child Hungry,https://www.charitynavigator.org/ein/843811937,321-375-9060,843811937,http://nochildhungry.net,usinfo@nochildhungry.net,,,,,
Noahs Lost Ark Inc,https://www.charitynavigator.org/ein/341934016,330-584-7835,341934016,http://noahslostark.org,,,,,,
Nora Lam Ministries,https://www.charitynavigator.org/ein/237418355,408-629-5000,237418355,https://www.noralam.org/,,,,,,
North Shore Animal League America Inc,https://www.charitynavigator.org/ein/111666852,516-883-7575,111666852,http://www.animalleague.org,,,,,,
North Texas Food Bank,https://www.charitynavigator.org/ein/751785357,214-330-1396,751785357,http://WWW.NTFB.ORG,info@ntfb.org,,,,,
Northwest Harvest E M M,https://www.charitynavigator.org/ein/910826037,800-722-6924,910826037,http://www.northwestharvest.org,info@northwestharvest.org,,,,,
Nova Ukraine,https://www.charitynavigator.org/ein/465335435,408-673-4292,465335435,https://novaukraine.org/,,,,,,
Npr Foundation,https://www.charitynavigator.org/ein/521795789,202-513-2000,521795789,http://WWW.NPR.ORG,,,,,,
Nrdc Action Fund Inc,https://www.charitynavigator.org/ein/133976062,212-727-2700,133976062,http://WWW.NRDCACTIONFUND.ORG,,,,,,
Ocean Conservancy Inc,https://www.charitynavigator.org/ein/237245152,800-519-1541,237245152,http://www.oceanconservancy.org,,,,,,
Ocean Foundation,https://www.charitynavigator.org/ein/710863908,202-887-8996,710863908,https://oceanfdn.org,,,,,,
Oceana Inc,https://www.charitynavigator.org/ein/510401308,202-833-3900,510401308,http://WWW.OCEANA.ORG,-833-3900info@oceana.orgdonation,,,,,
Older Adults Technology Services Inc,https://www.charitynavigator.org/ein/550882599,718-360-1707,550882599,http://www.oats.org,,,,,,
One For Israel,https://www.charitynavigator.org/ein/611901718,817-427-4900,611901718,http://www.oneforisrael.org,,,,,,
One Simple Wish,https://www.charitynavigator.org/ein/263128590,609-883-8484,263128590,https://www.onesimplewish.org/,,,,,,
One Tree Planted Inc,https://www.charitynavigator.org/ein/464664562,800-408-7850,464664562,http://WWW.ONETREEPLANTED.ORG,,,,,,
Operation Blessing International Relief & Development Corp,https://www.charitynavigator.org/ein/541382657,800-730-2537,541382657,https://ob.org,,,,,,
Operation Finally Home,https://www.charitynavigator.org/ein/208964096,512-329-2661,208964096,https://www.operationfinallyhome.org/,,,,,,
Operation Homefront Inc,https://www.charitynavigator.org/ein/320033325,210-549-4629,320033325,http://WWW.OPERATIONHOMEFRONT.ORG,,,,,,
Operation Second Chance Inc,https://www.charitynavigator.org/ein/202624345,301-972-1080,202624345,https://operationsecondchance.org/,,,,,,
Operation Smile Inc,https://www.charitynavigator.org/ein/541460147,757-321-7645,541460147,http://www.operationsmile.org,,,,,,
Opportunity International Inc,https://www.charitynavigator.org/ein/540907624,800-793-9455,540907624,http://WWW.OPPORTUNITY.ORG,,,,,,
Orangutan Foundation International,https://www.charitynavigator.org/ein/954112467,310-820-4906,954112467,http://www.orangutan.org/,ofioffice@orangutan.org,,,,,
Oregon Food Bank Inc,https://www.charitynavigator.org/ein/930785786,800-777-7427,930785786,http://www.oregonfoodbank.org,,,,,,
Orphan Acres Inc,https://www.charitynavigator.org/ein/753046514,208-882-9293,753046514,http://WWW.ORPHANACRES.ORG,,,,,,
Orphan Grain Train Inc,https://www.charitynavigator.org/ein/311614650,402-371-7393,311614650,http://www.ogt.org/,,,,,,
Our Rescue,https://www.charitynavigator.org/ein/463614979,833-560-0273,463614979,http://www.ourrescue.org,,,,,,
Ovarian Cancer Research Fund Inc,https://www.charitynavigator.org/ein/133806788,212-268-1002,133806788,https://ocrahope.org/,,,,,,
Oxfam America Inc,https://www.charitynavigator.org/ein/237069110,800-776-9326,237069110,http://WWW.OXFAMAMERICA.ORG,,,,,,
Padre Pio Foundation Of America Inc,https://www.charitynavigator.org/ein/061023010,860-635-4996,61023010,http://WWW.PADREPIO.COM,,,,,,
Palestine Childrens Relief Fund,https://www.charitynavigator.org/ein/931057665,330-678-2645,931057665,http://www.pcrf.net/,,,,,,
Pancreatic Cancer Action Network Inc,https://www.charitynavigator.org/ein/330841281,310-725-0025,330841281,http://www.pancan.org,info@pancan.org,,,,,
Panthera Corporation,https://www.charitynavigator.org/ein/204668756,646-786-0400,204668756,http://www.panthera.org,,,,,,
Paralyzed Veterans Of America,https://www.charitynavigator.org/ein/131946868,202-416-7789,131946868,http://WWW.PVA.ORG,,,,,,
Paralyzed Veterans Of America,https://www.charitynavigator.org/ein/237099908,302-861-6671,237099908,http://WWW.COLONIALPVA.ORG,,,,,,
Paralyzed Veterans Of America,https://www.charitynavigator.org/ein/237174779,602-244-9168,237174779,http://WWW.AZPVA.ORG,,,,,,
Paralyzed Veterans Of America,https://www.charitynavigator.org/ein/391393216,414-328-8910,391393216,http://www.wisconsinpva.org,,,,,,
Parkinson Research Foundation Inc,https://www.charitynavigator.org/ein/200205035,941-870-4438,200205035,http://www.parkinsonhope.org,,,,,,
Parkinsons Foundation Inc,https://www.charitynavigator.org/ein/131866796,800-473-4636,131866796,http://parkinson.org/,contact@parkinson.org,,,,,
Partners In Health A Nonprofit Corporation,https://www.charitynavigator.org/ein/043567502,857-880-5100,43567502,http://www.pih.org,info@pih.org,,,,,
Partnership With Native Americans,https://www.charitynavigator.org/ein/473730147,214-217-2600,473730147,https://nativepartnership.org,info@nativepartnership.org,,,,,
Pasadena Community Foundation,https://www.charitynavigator.org/ein/200253310,626-796-2097,200253310,http://www.pasadenacf.org,,,,,,
Pasadena Humane Society,https://www.charitynavigator.org/ein/951643344,626-792-7151,951643344,http://pasadenahumane.org,,,,,,
Patient Access Network Foundation,https://www.charitynavigator.org/ein/201184743,800-394-0161,201184743,https://www.panfoundation.org/,,,,,,
Patriot Paws Service Dogs,https://www.charitynavigator.org/ein/043815107,972-772-3282,43815107,http://patriotpaws.org/,office@patriotpaws.org,,,,,
Paws Chicago,https://www.charitynavigator.org/ein/364219778,773-475-3302,364219778,http://WWW.PAWSCHICAGO.ORG,,,,,,
Paws For Purple Hearts,https://www.charitynavigator.org/ein/453342634,844-700-7297,453342634,http://www.pawsforpurplehearts.org,,,,,,
Paws Of Honor Inc,https://www.charitynavigator.org/ein/475643489,703-403-8281,475643489,http://WWW.PAWSOFHONOR.ORG,,,,,,
Paws Of War Inc,https://www.charitynavigator.org/ein/465113396,631-406-6595,465113396,https://pawsofwar.org,info@pawsofwar.org,,,,,
Peaceful Valley Donkey Rescue Inc,https://www.charitynavigator.org/ein/770562800,866-366-5731,770562800,http://www.donkeyrescue.org/,info@pvdr.org,,,,,
People For The American Way Foundation,https://www.charitynavigator.org/ein/133065716,800-326-7329,133065716,http://www.pfaw.org,,,,,,
People For The Ethical Treatment Of Animals Inc,https://www.charitynavigator.org/ein/521218336,757-622-7382,521218336,http://www.peta.org,,,,,,
Petco Love,https://www.charitynavigator.org/ein/330845930,,330845930,https://petcolove.org,,,,,,
Petsmart Charities Inc,https://www.charitynavigator.org/ein/931140967,800-423-7387,931140967,https://petsmartcharities.org/,,,,,,
Pflag Inc,https://www.charitynavigator.org/ein/953750694,202-467-8180,953750694,http://www.pflag.org/,,,,,,
Philabundance,https://www.charitynavigator.org/ein/232290505,215-339-0900,232290505,http://WWW.PHILABUNDANCE.ORG,,,,,,
Physicians Committee For Responsible Medicine Inc,https://www.charitynavigator.org/ein/521394893,202-686-2210,521394893,http://www.pcrm.org/,,,,,,
Pilots To The Rescue Inc,https://www.charitynavigator.org/ein/473415146,212-404-6936,473415146,http://WWW.PILOTSTOTHERESCUE.ORG,hello@pilotstotherescue.org,,,,,
Plan International Inc,https://www.charitynavigator.org/ein/510169168,917-398-0018,510169168,http://www.plan-international.org,,,,,,
Plan International Usa Inc,https://www.charitynavigator.org/ein/135661832,401-738-5600,135661832,http://www.planusa.org/,,,,,,
Planned Parenthood Federation Of America,https://www.charitynavigator.org/ein/131644147,800-430-4907,131644147,http://www.plannedparenthood.org,,,,,,
Point Of Pride,https://www.charitynavigator.org/ein/812185477,515-491-6927,812185477,http://www.pointofpride.org,,,,,,
Points Of Light Foundation,https://www.charitynavigator.org/ein/650206641,404-979-2900,650206641,http://www.pointsoflight.org/,,,,,,
Population Connection,https://www.charitynavigator.org/ein/941703155,202-332-2200,941703155,http://www.populationconnection.org/,info@popconnect.org,,,,,
Priderock Wildlife Refuge,https://www.charitynavigator.org/ein/752792911,214-802-6798,752792911,https://www.priderock.org/,info@priderock.org,,,,,
Priests Of The Sacred Heart,https://www.charitynavigator.org/ein/391243521,,391243521,,,,,,,
Prison Fellowship International,https://www.charitynavigator.org/ein/510247185,703-481-0000,510247185,https://pfi.org/,,,,,,
Prison Fellowship Ministries,https://www.charitynavigator.org/ein/620988294,703-478-0100,620988294,https://www.prisonfellowship.org/,,,,,,
Pro Publica Inc,https://www.charitynavigator.org/ein/142007220,212-514-5250,142007220,http://WWW.PROPUBLICA.ORG,,,,,,
